id,title,release_date,vote_average,vote_count,popularity,original_language,genre_ids,adult,video
278,The Shawshank Redemption,1994-09-23,8.711,29165,25.0909,en,"18,80",False,False
238,The Godfather,1972-03-14,8.685,22033,26.6288,en,"18,80",False,False
240,The Godfather Part II,1974-12-20,8.572,13317,12.4503,en,"18,80",False,False
424,Schindler's List,1993-12-15,8.566,16839,10.5187,en,"18,36,10752",False,False
389,12 Angry Men,1957-04-10,8.548,9506,8.2309,en,18,False,False
129,Spirited Away,2001-07-20,8.534,17610,17.2193,ja,"16,10751,14",False,False
155,The Dark Knight,2008-07-16,8.524,34665,30.9777,en,"18,28,80,53",False,False
19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.5,4518,6.5221,hi,"35,18,10749",False,False
497,The Green Mile,1999-12-10,8.502,18522,15.9527,en,"14,18,80",False,False
496243,Parasite,2019-05-30,8.5,19673,16.5454,ko,"35,53,18",False,False
122,The Lord of the Rings: The Return of the King,2003-12-17,8.49,25630,18.3662,en,"12,14,28",False,False
680,Pulp Fiction,1994-09-10,8.487,29245,16.031,en,"53,80,35",False,False
372058,Your Name.,2016-08-26,8.5,12080,18.8745,ja,"16,10749,18",False,False
13,Forrest Gump,1994-06-23,8.464,28813,24.6383,en,"35,18,10749",False,False
157336,Interstellar,2014-11-05,8.462,38187,35.1477,en,"12,18,878",False,False
429,"The Good, the Bad and the Ugly",1966-12-22,8.5,9234,9.7641,it,37,False,False
769,GoodFellas,1990-09-12,8.453,13753,10.813,en,"18,80",False,False
346,Seven Samurai,1954-04-26,8.451,4017,6.8297,ja,"28,18",False,False
12477,Grave of the Fireflies,1988-04-16,8.446,6182,0.0114,ja,"16,18,10752",False,False
637,Life Is Beautiful,1997-12-20,8.44,13613,7.9277,it,"35,18",False,False
550,Fight Club,1999-10-15,8.438,30955,15.0651,en,"18,53",False,False
667257,Impossible Things,2021-06-17,8.436,416,3.0386,es,"10751,18",False,False
14537,Harakiri,1962-09-15,8.436,1127,4.6467,ja,"28,18,36",False,False
11216,Cinema Paradiso,1988-11-17,8.4,4644,3.9093,it,"18,10749",False,False
598,City of God,2002-08-30,8.428,7857,9.6818,pt,"18,80",False,False
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,8.426,26562,32.3346,en,"12,14,28",False,False
539,Psycho,1960-06-22,8.422,10604,9.5597,en,"27,53,9648",False,False
40096,A Dog's Will,2000-09-15,8.4,1190,1.1487,pt,"35,18,14,10749",False,False
510,One Flew Over the Cuckoo's Nest,1975-11-19,8.412,11021,9.4775,en,18,False,False
121,The Lord of the Rings: The Two Towers,2002-12-18,8.411,23068,14.8943,en,"12,14,28",False,False
696374,Gabriel's Inferno,2020-05-29,8.4,2436,2.4808,en,"10749,18",False,False
255709,Hope,2013-10-02,8.399,806,3.7883,ko,18,False,False
311,Once Upon a Time in America,1984-05-23,8.399,5780,7.1473,en,"18,80",False,False
324857,Spider-Man: Into the Spider-Verse,2018-12-06,8.395,16579,15.6995,en,"16,28,12,878",False,False
4935,Howl's Moving Castle,2004-09-09,8.4,10600,10.8932,ja,"14,16,12",False,False
1891,The Empire Strikes Back,1980-05-20,8.4,17803,5.6003,en,"12,28,878",False,False
378064,A Silent Voice: The Movie,2016-09-17,8.387,4260,8.9044,ja,"16,18,10749",False,False
423,The Pianist,2002-09-17,8.4,9751,7.3147,en,"18,10752",False,False
807,Se7en,1995-09-22,8.377,22259,14.4459,en,"80,9648,53",False,False
244786,Whiplash,2014-10-10,8.374,16029,11.8266,en,"18,10402",False,False
27205,Inception,2010-07-15,8.37,38179,21.0901,en,"28,878,12",False,False
724089,Gabriel's Inferno: Part II,2020-07-31,8.368,1533,1.0279,en,"10749,18",False,False
770156,Lucy Shimmers and the Prince of Peace,2020-10-19,8.4,326,6.2711,en,"18,10751",False,False
1058694,Radical,2023-10-19,8.361,481,3.6175,es,18,False,False
761053,Gabriel's Inferno: Part III,2020-11-19,8.359,1069,3.5436,en,"10749,18",False,False
12493,High and Low,1963-03-01,8.4,1046,5.3222,ja,"18,80,53",False,False
567,Rear Window,1954-08-01,8.349,6879,4.1886,en,"53,9648",False,False
274,The Silence of the Lambs,1991-02-14,8.347,17248,3.123,en,"80,53,18",False,False
569094,Spider-Man: Across the Spider-Verse,2023-05-31,8.336,8010,17.0157,en,"16,28,12,878",False,False
620249,The Legend of Hei,2019-08-27,8.333,414,9.6443,zh,"16,14,28",False,False
73,American History X,1998-07-01,8.331,12141,5.9323,en,18,False,False
128,Princess Mononoke,1997-07-12,8.325,8584,10.8139,ja,"12,14,16",False,False
105,Back to the Future,1985-07-03,8.3,21041,20.3141,en,"12,35,878",False,False
1184918,The Wild Robot,2024-09-12,8.319,5471,18.3913,en,"16,878,10751,18",False,False
15804,A Brighter Summer Day,1991-07-27,8.3,362,4.0604,zh,"80,18,10749",False,False
820067,The Quintessential Quintuplets Movie,2022-05-20,8.315,424,4.1802,ja,"16,35,10749",False,False
372754,Dou kyu sei – Classmates,2016-02-20,8.309,418,3.6069,ja,"10749,16",False,False
3782,Ikiru,1952-10-09,8.3,1252,5.1642,ja,18,False,False
10494,Perfect Blue,1998-02-28,8.304,2966,13.5123,ja,"16,53",False,False
207,Dead Poets Society,1989-06-02,8.301,12016,10.543,en,18,False,False
101,Léon: The Professional,1994-09-14,8.3,15546,10.3088,fr,"80,18,28",False,False
1186532,The Forge,2024-08-22,8.294,304,2.7129,en,"18,10751",False,False
652837,"Josee, the Tiger and the Fish",2020-12-25,8.294,549,13.2985,ja,"16,18,10749",False,False
533514,Violet Evergarden: The Movie,2020-09-18,8.29,465,4.2832,ja,"16,14,10749,18",False,False
914,The Great Dictator,1940-10-15,8.3,3551,2.0596,en,"35,10752",False,False
599,Sunset Boulevard,1950-08-10,8.29,2784,3.0353,en,18,False,False
1139087,Once Upon a Studio,2023-09-24,8.3,405,3.1383,en,"16,10751,14,35",False,False
644479,Dedicated to my ex,2019-11-01,8.3,512,4.9178,es,"18,35",False,False
42269,We All Loved Each Other So Much,1974-12-21,8.282,623,1.1943,it,"18,35",False,False
3082,Modern Times,1936-02-05,8.282,3912,12.1319,en,"35,18,10749",False,False
335,Once Upon a Time in the West,1968-12-21,8.278,4662,6.5691,it,"18,37",False,False
1356039,Counterattack,2025-02-27,8.277,758,11.8882,es,"28,12,53",False,False
1585,It's a Wonderful Life,1946-12-20,8.275,4634,14.2107,en,"18,10751,14",False,False
77338,The Intouchables,2011-11-02,8.272,17935,8.8089,fr,"18,35",False,False
18491,Neon Genesis Evangelion: The End of Evangelion,1997-07-19,8.3,1741,16.7996,ja,"16,878,28,18",False,False
28,Apocalypse Now,1979-05-19,8.3,8719,6.4506,en,"18,10752",False,False
92321,Hotarubi no Mori e,2011-09-17,8.269,1176,0.0058,ja,"10749,16,14",False,False
632632,Given,2020-08-22,8.268,408,3.567,ja,"16,18,10402,10749",False,False
901,City Lights,1931-02-06,8.3,2342,10.983,en,"35,18,10749",False,False
975,Paths of Glory,1957-10-25,8.3,3119,3.2166,en,"10752,18",False,False
568332,Taylor Swift: Reputation Stadium Tour,2018-12-31,8.258,414,3.5726,en,10402,False,False
8587,The Lion King,1994-06-15,8.256,19134,13.8116,en,"10751,16,18,12",False,False
637920,Miracle in Cell No. 7,2019-10-10,8.3,4497,4.1152,tr,18,False,False
29259,Le Trou,1960-03-18,8.253,528,3.0542,fr,"18,53,80",False,False
630566,Clouds,2020-10-09,8.2,1034,2.7773,en,"10402,18,10749",False,False
10376,The Legend of 1900,1998-10-28,8.2,2358,3.5313,it,"18,10402",False,False
670,Oldboy,2003-11-21,8.245,9332,10.3259,ko,"18,53,9648,28",False,False
572154,Rascal Does Not Dream of a Dreaming Girl,2019-06-15,8.242,566,3.6953,ja,"16,10749,18,14",False,False
447362,Life in a Year,2020-11-27,8.241,1941,5.7825,en,"18,10749",False,False
504253,I Want to Eat Your Pancreas,2018-09-01,8.2,1679,6.3108,ja,"16,18,10749",False,False
299534,Avengers: Endgame,2019-04-24,8.2,26902,13.6537,en,"12,878,28",False,False
299536,Avengers: Infinity War,2018-04-25,8.235,31113,23.3674,en,"12,28,878",False,False
603,The Matrix,1999-03-31,8.235,26968,19.599,en,"28,878",False,False
508965,Klaus,2019-11-08,8.231,4385,5.9838,en,"16,10751,12,35,14",False,False
803796,KPop Demon Hunters,2025-06-20,8.229,1853,106.4349,en,"14,10402,35,16",False,False
527641,Five Feet Apart,2019-03-14,8.227,5799,5.6548,en,"10749,18",False,False
654299,Out of the Clear Blue Sky,2019-12-24,8.225,364,1.4012,es,"35,18,10402",False,False
490132,Green Book,2018-11-16,8.225,12356,13.9661,en,"18,35,36",False,False
25237,Come and See,1985-10-17,8.223,1694,5.2623,ru,"18,10752",False,False
857,Saving Private Ryan,1998-07-24,8.221,16630,9.7823,en,"18,36,10752",False,False
98,Gladiator,2000-05-04,8.22,20200,14.1381,en,"28,18,12",False,False
110420,Wolf Children,2012-07-21,8.219,2391,4.9102,ja,"16,10751,18,14",False,False
24188,Il Sorpasso,1962-12-05,8.219,812,3.3829,it,"18,35,12",False,False
995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.217,667,3.5334,en,"16,10751,12,14",False,False
265177,Mommy,2014-09-19,8.2,2787,2.244,fr,18,False,False
37257,Witness for the Prosecution,1957-12-17,8.2,1572,3.4584,en,"18,9648,80",False,False
92060,Michael Jackson's Thriller,1983-11-14,8.2,726,4.5805,en,"27,53,10402",False,False
16869,Inglourious Basterds,2009-08-02,8.214,23371,14.3077,en,"18,53,10752",False,False
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,8.21,4309,13.4788,ja,"16,28,14,53",False,False
315162,Puss in Boots: The Last Wish,2022-12-07,8.209,8473,12.7208,en,"16,12,14,35,10751",False,False
618344,Justice League Dark: Apokolips War,2020-05-05,8.207,1523,3.5229,en,"16,28,12,14",False,False
441130,Wolfwalkers,2020-10-26,8.207,1305,5.5556,en,"16,10751,12,14",False,False
694,The Shining,1980-05-23,8.206,18313,11.1439,en,"27,53",False,False
50014,The Help,2011-08-09,8.205,8736,9.8308,en,18,False,False
1124,The Prestige,2006-10-17,8.204,16922,8.3749,en,"18,9648,878",False,False
11,Star Wars,1977-05-25,8.2,21623,14.8586,en,"12,28,878",False,False
11324,Shutter Island,2010-02-14,8.201,25021,12.0534,en,"18,53,9648",False,False
354912,Coco,2017-10-27,8.2,20397,54.0425,en,"10751,16,10402,12",False,False
829402,Ultraman: Rising,2024-06-14,8.199,352,5.1323,en,"16,878,10751,28",False,False
16672,Woman in the Dunes,1964-02-15,8.2,495,4.4747,ja,"18,53",False,False
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08,8.2,883,16.8543,ja,"16,28,878,18",False,False
290098,The Handmaiden,2016-06-01,8.2,4078,16.3486,ko,"53,18,10749",False,False
284,The Apartment,1960-06-21,8.197,2497,4.7336,en,"35,18,10749",False,False
313106,Doctor Who: The Day of the Doctor,2013-11-23,8.193,762,0.8189,en,"878,12",False,False
324786,Hacksaw Ridge,2016-10-07,8.192,14404,11.4162,en,"18,36,10752",False,False
522924,The Art of Racing in the Rain,2019-08-08,8.187,1600,11.5331,en,"18,10749",False,False
1160164,TAYLOR SWIFT | THE ERAS TOUR,2023-10-13,8.2,479,1.7657,en,10402,False,False
68718,Django Unchained,2012-12-25,8.185,27217,11.6141,en,"18,37",False,False
185,A Clockwork Orange,1971-12-19,8.2,13434,10.1414,en,"878,80",False,False
620683,My Mom Is a Character 3,2019-12-26,8.181,487,1.3636,pt,35,False,False
77,Memento,2000-10-11,8.2,15649,8.2514,en,"9648,53",False,False
476292,Maquia: When the Promised Flower Blooms,2018-02-24,8.176,677,3.1442,ja,"16,14,18,12",False,False
5156,Bicycle Thieves,1948-07-21,8.175,2548,2.4497,it,18,False,False
629,The Usual Suspects,1995-07-19,8.172,10949,6.7499,en,"18,80,53",False,False
490,The Seventh Seal,1957-02-16,8.2,3199,3.2535,sv,"14,18",False,False
361743,Top Gun: Maverick,2022-05-21,8.2,10317,15.2438,en,"28,18",False,False
537061,Steven Universe: The Movie,2019-10-07,8.2,829,2.2149,en,"10770,12,16,35,14,10402,878,28,18",False,False
348,Alien,1979-05-25,8.2,15724,14.9618,en,"27,878",False,False
18148,Tokyo Story,1953-11-03,8.165,1156,2.9682,ja,18,False,False
26451,Investigation of a Citizen Above Suspicion,1970-10-16,8.162,845,1.0803,it,"18,53",False,False
20941,Innocent Voices,2005-01-28,8.2,508,1.4917,es,"18,10752",False,False
1422,The Departed,2006-10-04,8.159,15645,9.049,en,"18,53,80",False,False
111,Scarface,1983-12-09,8.159,12550,9.7984,en,"28,80,18",False,False
489,Good Will Hunting,1997-12-05,8.157,13237,10.2021,en,18,False,False
289,Casablanca,1943-01-15,8.157,5778,3.9396,en,"18,10749",False,False
81481,Silenced,2011-09-22,8.156,722,7.7094,ko,18,False,False
851644,20th Century Girl,2022-10-06,8.155,773,8.6914,ko,"10749,18",False,False
426,Vertigo,1958-05-28,8.2,6079,6.0479,en,"9648,10749,53",False,False
399106,Piper,2016-06-16,8.152,1686,3.1019,en,"10751,16",False,False
37165,The Truman Show,1998-06-04,8.149,19457,12.9208,en,"35,18",False,False
10098,The Kid,1921-01-21,8.147,2258,3.7105,en,"35,18",False,False
592350,My Hero Academia: Heroes Rising,2019-12-20,8.145,1235,6.1377,ja,"16,28,14,12",False,False
872,Singin' in the Rain,1952-04-10,8.144,3342,3.953,en,"35,10749",False,False
606856,Togo,2019-12-20,8.143,2143,5.9205,en,"12,10751",False,False
458220,Palmer,2021-01-28,8.142,1819,7.2311,en,18,False,False
517814,Capernaum,2018-09-20,8.141,1863,4.4706,ar,18,False,False
797,Persona,1966-10-18,8.1,2323,3.1589,sv,18,False,False
666,Central Station,1998-04-03,8.139,997,2.409,pt,18,False,False
575813,Better Days,2019-10-25,8.135,516,6.6781,zh,"18,80,10749",False,False
280,Terminator 2: Judgment Day,1991-07-03,8.134,13678,10.0805,en,"28,53,878",False,False
103,Taxi Driver,1976-02-09,8.133,12958,14.2049,en,"80,18",False,False
693134,Dune: Part Two,2024-02-27,8.132,7174,13.6273,en,"878,12",False,False
823219,Flow,2024-08-29,8.131,2424,20.8887,lv,"16,12,14,10751",False,False
475557,Joker,2019-10-01,8.131,26948,11.8318,en,"80,53,18",False,False
20914,My Friends,1975-10-24,8.13,725,2.2044,it,35,False,False
9702,Bound by Honor,1993-02-05,8.13,1459,18.0912,en,"80,28,18,53",False,False
812225,Black Clover: Sword of the Wizard King,2023-06-16,8.132,334,8.626,ja,"16,14,28,12",False,False
1103621,How to Make Millions Before Grandma Dies,2024-04-04,8.125,317,5.4366,th,18,False,False
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,8.1,5928,3.3817,en,"35,10752",False,False
600,Full Metal Jacket,1987-06-26,8.123,11053,6.6964,en,"18,10752",False,False
422,8½,1963-02-14,8.122,2436,4.7344,it,18,False,False
810693,Jujutsu Kaisen 0,2021-12-24,8.12,1575,18.1272,ja,"16,28,14",False,False
500,Reservoir Dogs,1992-09-02,8.118,14933,6.3255,en,"80,53",False,False
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,8.1,421,4.6642,ja,"18,14,16",False,False
1398,Stalker,1979-05-25,8.114,2374,5.1808,ru,"878,18",False,False
38288,"“The Shorts” by Aldo, Giovanni and Giacomo",1996-03-29,8.1,355,0.3861,it,35,False,False
795607,Green Snake,2021-07-23,8.1,343,3.7747,zh,"16,14,28,12",False,False
406997,Wonder,2017-11-13,8.112,8095,6.8159,en,"10751,18",False,False
3780,Red Beard,1965-04-03,8.1,386,4.0157,ja,18,False,False
531428,Portrait of a Lady on Fire,2019-09-18,8.109,2796,5.521,fr,"18,10749,36",False,False
1026227,There's Still Tomorrow,2023-10-26,8.106,1438,2.2908,it,"18,35,36",False,False
100,"Lock, Stock and Two Smoking Barrels",1998-08-28,8.105,6921,2.4046,en,"35,80",False,False
996,Double Indemnity,1944-07-06,8.1,1923,5.2146,en,"80,53",False,False
791373,Zack Snyder's Justice League,2021-03-18,8.103,10471,9.2166,en,"28,12,14",False,False
398818,Call Me by Your Name,2017-07-28,8.1,12484,7.7817,en,"10749,18",False,False
46738,Incendies,2010-09-17,8.103,3056,7.6791,fr,"18,10752,9648",False,False
20334,The Shop Around the Corner,1940-01-12,8.103,780,1.6652,en,"35,18,10749",False,False
10681,WALL·E,2008-06-22,8.103,19635,11.9175,en,"16,10751,878",False,False
600354,The Father,2020-12-23,8.102,3449,5.9012,en,18,False,False
508442,Soul,2020-12-25,8.102,11007,13.566,en,"16,10751,35,14,18",False,False
19,Metropolis,1927-02-06,8.1,2958,3.0491,de,"18,878",False,False
146233,Prisoners,2013-09-19,8.099,12550,7.9537,en,"18,53,80",False,False
614,Wild Strawberries,1957-08-28,8.1,1737,3.7453,sv,18,False,False
103663,The Hunt,2012-06-13,8.095,4517,5.8077,da,18,False,False
843,In the Mood for Love,2000-09-29,8.095,3069,9.3022,cn,"18,10749",False,False
24382,Big Deal on Madonna Street,1958-07-26,8.094,750,1.8958,it,"35,80",False,False
655,"Paris, Texas",1984-07-16,8.094,2076,3.3468,en,18,False,False
755812,"Miraculous World: New York, United HeroeZ",2020-09-25,8.1,1120,4.0545,fr,"16,10770,14,28",False,False
663558,New Gods: Nezha Reborn,2021-02-06,8.093,486,9.4088,zh,"16,14,28",False,False
239,Some Like It Hot,1959-03-19,8.1,3699,3.8293,en,"35,10749,80",False,False
38,Eternal Sunshine of the Spotless Mind,2004-03-19,8.092,15791,9.4383,en,"878,18,10749",False,False
664767,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,8.1,1425,3.7097,en,"16,28,14",False,False
470044,The Hate U Give,2018-10-19,8.091,2182,2.9778,en,"80,18",False,False
149871,The Tale of The Princess Kaguya,2013-11-23,8.088,1901,4.7201,ja,"16,18,14",False,False
11878,Yojimbo,1961-04-25,8.088,1599,8.1163,ja,"18,53",False,False
282848,Doctor Who: The Time of the Doctor,2013-12-25,8.1,301,1.1771,en,"18,878,10770",False,False
387,Das Boot,1981-09-17,8.086,2372,3.5505,de,"18,36,10752",False,False
20532,Sansho the Bailiff,1954-03-31,8.085,406,6.8351,ja,18,False,False
411088,The Invisible Guest,2017-01-06,8.084,4787,3.9263,es,"18,9648,53",False,False
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,8.084,21398,14.585,en,"14,12",False,False
406,La Haine,1995-05-31,8.084,4329,5.1246,fr,18,False,False
705,All About Eve,1950-11-09,8.1,1618,2.9382,en,18,False,False
55823,The Great War,1959-10-28,8.1,362,2.1399,it,"35,10752,18",False,False
831827,Far from the Tree,2021-11-24,8.076,383,2.4896,en,"16,10751",False,False
7345,There Will Be Blood,2007-12-26,8.075,7065,6.3375,en,18,False,False
2457,Children of Paradise,1945-03-15,8.073,437,2.2927,fr,"18,10749",False,False
8392,My Neighbor Totoro,1988-04-16,8.07,8449,12.0199,ja,"14,16,10751",False,False
1091,The Thing,1982-06-25,8.1,7536,9.1477,en,"27,9648,878",False,False
832,M,1931-05-11,8.07,2346,2.2604,de,"18,53,80",False,False
31439,To Live,1994-05-18,8.069,347,3.9172,zh,"18,10749,10752",False,False
11659,The Best of Youth,2003-06-22,8.067,581,1.7294,it,"18,36,10749",False,False
62,2001: A Space Odyssey,1968-04-02,8.065,12127,9.6795,en,"878,9648,12",False,False
1064486,Memoir of a Snail,2024-10-17,8.061,681,8.555,en,"16,18,35",False,False
359940,"Three Billboards Outside Ebbing, Missouri",2017-12-01,8.061,10544,4.0381,en,"80,18",False,False
21634,Prayers for Bobby,2009-01-24,8.06,605,5.427,en,"18,36,10770",False,False
7347,Elite Squad,2007-10-12,8.06,2582,7.4928,pt,"18,28,80",False,False
4348,Pride & Prejudice,2005-09-16,8.1,8462,8.9215,en,"18,10749",False,False
762975,Purple Hearts,2022-07-29,8.058,2770,5.7428,en,"10749,18",False,False
133919,Scenes from a Marriage,1974-09-15,8.1,385,1.1353,sv,"18,10749",False,False
522518,A Dog's Journey,2019-05-03,8.1,1580,4.2992,en,"10751,12,18",False,False
439,La Dolce Vita,1960-02-05,8.1,1968,2.7648,it,"35,18",False,False
11423,Memories of Murder,2003-04-25,8.054,4275,7.6724,ko,"80,18,53",False,False
381284,Hidden Figures,2016-12-10,8.05,10153,9.9332,en,"18,36",False,False
992,Sherlock Jr.,1924-04-17,8.1,1095,3.8857,en,"28,35,9648",False,False
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,8.049,586,4.0979,ja,"16,12,35,14",False,False
518068,Along with the Gods: The Last 49 Days,2018-08-01,8.048,712,5.7014,ko,"28,12,14,53",False,False
1955,The Elephant Man,1980-10-09,8.0,3757,4.9128,en,"18,36",False,False
872585,Oppenheimer,2023-07-19,8.046,10917,16.5996,en,"18,36",False,False
437068,A Taxi Driver,2017-08-02,8.0,1090,5.3837,ko,"28,18,36",False,False
11645,Ran,1985-06-01,8.046,1693,8.5334,ja,"28,18,36",False,False
548,Rashomon,1950-08-26,8.0,2403,4.6694,ja,"80,18,9648",False,False
1244492,Look Back,2024-06-28,8.044,424,7.4858,ja,"16,18",False,False
640344,Me Against You: Mr. S's Vendetta,2020-01-17,8.0,469,0.4697,it,"10751,14",False,False
334543,Lion,2016-11-24,8.042,6790,4.1694,en,18,False,False
42229,A Special Day,1977-08-11,8.042,725,1.4196,it,"18,10749",False,False
555604,Guillermo del Toro's Pinocchio,2022-11-09,8.04,3162,5.7573,en,"16,14,12,18",False,False
582,The Lives of Others,2006-03-23,8.038,3912,3.8005,de,"18,53",False,False
397567,Along with the Gods: The Two Worlds,2017-12-20,8.036,1130,6.4663,ko,"28,12,18,14,53",False,False
698687,Transformers One,2024-09-11,8.035,1418,10.6099,en,"16,878,12,10751",False,False
638507,How to Train Your Dragon: Homecoming,2019-12-03,8.0,1067,4.3693,en,"16,14,12,28,10751",False,False
120467,The Grand Budapest Hotel,2014-02-26,8.034,15510,6.9885,en,"35,18",False,False
310569,The Second Mother,2015-06-04,8.0,761,0.9159,pt,18,False,False
26022,My Name Is Khan,2010-02-10,8.0,1377,2.8597,hi,"18,10749",False,False
550776,Believe Me: The Abduction of Lisa McVey,2018-09-30,8.031,666,3.8959,en,"18,10770,80",False,False
800,The Young and the Damned,1950-12-09,8.03,511,10.3167,es,"18,80",False,False
106646,The Wolf of Wall Street,2013-12-25,8.027,25137,16.7212,en,"80,18,35",False,False
279,Amadeus,1984-09-19,8.026,4531,7.6029,en,"36,10402,18",False,False
400608,Bo Burnham: Make Happy,2016-06-03,8.024,412,1.9622,en,"35,10402",False,False
538362,On My Skin,2018-09-12,8.022,1871,2.0764,it,18,False,False
785534,Paper Lives,2021-03-12,8.021,398,1.7864,tr,18,False,False
147,The 400 Blows,1959-06-03,8.0,2243,2.8156,fr,18,False,False
9277,The Sting,1973-12-25,8.02,2792,3.7293,en,"35,80,18",False,False
307,"Rome, Open City",1945-10-08,8.0,940,2.4009,it,"18,10752",False,False
610461,"Veinteañera, divorciada y fantástica",2020-02-14,8.0,390,1.0476,es,35,False,False
821,Judgment at Nuremberg,1961-12-18,8.018,877,3.5776,en,"18,36",False,False
938,For a Few Dollars More,1965-12-18,8.017,4247,4.7503,it,37,False,False
472454,Ayla: The Daughter of War,2017-10-27,8.0,379,3.2576,tr,"18,10752,36",False,False
980477,Ne Zha 2,2025-01-29,8.019,439,39.8395,zh,"16,14,12,28",False,False
641,Requiem for a Dream,2000-10-06,8.013,10560,3.0001,en,"80,18",False,False
43949,Flipped,2010-08-06,8.012,3204,5.4495,en,"10749,18",False,False
28178,Hachi: A Dog's Tale,2009-06-08,8.012,6954,11.4675,en,"18,10751",False,False
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,8.011,22522,17.6511,en,"12,14",False,False
347688,Scooby-Doo! and Kiss: Rock and Roll Mystery,2015-07-09,8.01,334,1.3101,en,"10751,16,35,9648",False,False
204,The Wages of Fear,1953-04-22,8.009,1020,2.227,fr,"18,53,12",False,False
414419,Kill Bill: The Whole Bloody Affair,2011-03-27,8.0,1086,9.8336,en,"28,80",False,False
359724,Ford v Ferrari,2019-11-13,8.007,8570,7.4611,en,"18,28,36",False,False
521,Dial M for Murder,1954-05-29,8.007,2747,2.4617,en,"53,80",False,False
55960,"Toto, Peppino, and the Hussy",1956-08-23,8.006,363,1.2682,it,"35,10749",False,False
20530,Late Spring,1949-09-13,8.003,448,4.4157,ja,18,False,False
1087192,How to Train Your Dragon,2025-06-06,8.005,2159,46.3876,en,"14,10751,28,12",False,False
14,American Beauty,1999-09-15,8.003,12624,6.1122,en,18,False,False
14696,Ugetsu,1953-03-26,8.002,621,3.7161,ja,"14,18,9648",False,False
400928,Gifted,2017-04-07,8.001,5786,4.9086,en,"18,35",False,False
110416,Song of the Sea,2014-06-23,8.001,1512,2.0423,en,"10751,16,14",False,False
15,Citizen Kane,1941-04-17,8.001,5792,3.2491,en,"9648,18",False,False
526702,Black Beauty,2020-11-27,7.999,347,2.8209,en,18,False,False
264644,Room,2015-10-16,7.999,9469,11.6539,en,"18,53",False,False
8422,Rocco and His Brothers,1960-10-07,8.0,633,2.1871,it,"18,10749",False,False
20453,3 Idiots,2009-12-23,7.998,2565,4.1264,hi,"18,35",False,False
515001,Jojo Rabbit,2019-10-18,7.995,10038,5.0269,en,"35,10752,18",False,False
140420,Paperman,2012-11-02,7.996,1757,16.8204,en,"16,10751,10749",False,False
823754,Bo Burnham: Inside,2021-07-22,8.0,558,5.8214,en,"35,18",False,False
947,Lawrence of Arabia,1962-12-11,8.0,3244,5.2288,en,"12,36,10752",False,False
838240,Robot Dreams,2023-12-06,7.994,722,11.8292,es,"16,18,35,878",False,False
595,To Kill a Mockingbird,1962-12-20,7.993,2746,3.7166,en,18,False,False
568160,Weathering with You,2019-07-19,7.992,2493,6.3906,ja,"16,18,14,10749",False,False
3175,Barry Lyndon,1975-12-18,8.0,3027,3.2146,en,"18,10749,10752,36",False,False
780,The Passion of Joan of Arc,1928-04-21,7.992,1035,1.7552,fr,"18,36",False,False
524,Casino,1995-11-22,7.992,6232,6.2365,en,"80,18",False,False
339877,Loving Vincent,2017-06-22,7.991,2541,3.6611,en,"16,18,9648,36",False,False
205596,The Imitation Game,2014-11-14,7.99,17614,10.649,en,"36,18,53,10752",False,False
13223,Gran Torino,2008-12-12,8.0,11186,12.6084,en,18,False,False
19426,Nights of Cabiria,1957-10-03,8.0,817,1.5028,it,18,False,False
11658,Tae Guk Gi: The Brotherhood of War,2004-02-05,7.988,735,3.3317,ko,"28,12,18,36,10752",False,False
962232,Beyond the Universe,2022-10-26,8.0,335,2.421,pt,"10749,18,10402",False,False
906126,Society of the Snow,2023-12-15,8.0,3291,4.1398,es,"18,36",False,False
530915,1917,2019-12-25,8.0,13076,6.6676,en,"10752,36,18,28",False,False
962,The Gold Rush,1925-07-13,7.986,1729,2.6229,en,"12,35,18",False,False
455661,In a Heartbeat,2017-06-01,7.984,1009,0.7495,en,"16,10749,35",False,False
678580,El mesero,2021-07-15,8.0,355,2.2244,es,35,False,False
449176,"Love, Simon",2018-02-16,7.983,6162,2.278,en,"35,18,10749",False,False
429210,Bingo: The King of the Mornings,2017-08-24,7.983,401,1.2282,pt,"35,18",False,False
337404,Cruella,2021-05-26,7.983,9780,9.468,en,"35,80,12",False,False
51822,Love Hurts,2002-11-08,8.0,341,2.7643,es,"18,10749",False,False
2517,Nobody Knows,2004-08-07,8.0,596,4.8176,ja,18,False,False
11778,The Deer Hunter,1978-12-08,8.0,4057,9.3597,en,"18,10752",False,False
7508,Like Stars on Earth,2007-12-21,7.981,1252,6.2573,hi,18,False,False
